,bitcoin,ethereum,solana,cardano,dogecoin
2025-05-17,103556.03493982446,2544.3870377235667,167.76812404954248,0.7605802350885046,0.2225780495761936
2025-05-18,103212.36483885496,2475.0543933696913,165.9394166641985,0.7424784161936966,0.21488311590610068
2025-05-19,106030.6376831359,2465.3409856139087,171.54067495745267,0.7518394820880364,0.23064675587556407
2025-05-20,105629.41580436694,2526.989643891319,166.7148813421899,0.7426046048097757,0.22450514333500976
2025-05-21,106786.71995834043,2524.2743433146065,168.38572912424627,0.7456441858290309,0.2262524320952927
2025-05-22,109665.86371625263,2558.9502343769486,173.96771434765478,0.772065003489696,0.2341442300716922
2025-05-23,111560.356938144,2657.1674447566115,179.57884486750282,0.8077548195843751,0.24486878935117973
2025-05-24,107216.66856870624,2519.813809045145,174.43566967519817,0.748254247966839,0.2256050681389216
2025-05-25,107831.36374380375,2529.4429842284353,175.9976176396849,0.7460261925160765,0.22526605771065214
2025-05-26,108861.81037744327,2546.6201163370915,175.13203918726265,0.7589761692612583,0.22410051858731672
2025-05-27,109377.71513263129,2562.1729286392238,174.71672204451494,0.7582470752465925,0.2257235127127771
2025-05-28,109068.45694901445,2662.0940568241435,176.57784495904014,0.7578018172885506,0.22613701089072946
2025-05-29,107838.18431100152,2676.2674124507,172.12073410994773,0.7465205662397495,0.22106443772687143
2025-05-30,105745.41660358038,2633.1392065286695,166.83894593726552,0.724272085506191,0.21583653318215457
2025-05-31,104010.91956242644,2524.4762348050726,156.51262963204462,0.6912614352706643,0.19293898362115516
2025-06-01,104687.50742934884,2532.3627853090866,156.86968538083693,0.6863035406713839,0.19295707336811818
2025-06-02,105710.00593822816,2538.3300584367485,157.63092185153255,0.6853559510305921,0.19396166511401375
2025-06-03,105884.74263221149,2609.737253959435,156.97126157615844,0.6900620402912112,0.19561462907109173
2025-06-04,105434.47745144971,2595.4689570062997,155.57609294535118,0.684833771475063,0.1932015824493309
2025-06-05,104812.9182188067,2610.343189828259,153.52933334658826,0.6662352525151268,0.18839829903335972
2025-06-06,101650.7387545425,2421.601103763502,144.54778524030908,0.6279989717216173,0.1718712124430595
2025-06-07,104409.74967959142,2481.4039836690267,148.27289869882955,0.6564156318236438,0.1793030276082122
2025-06-08,105681.4546141758,2526.291995889778,150.07536034230216,0.665097118031322,0.18501664041068297
2025-06-09,105692.24740699006,2508.784123584585,152.50446458828966,0.6696475032429187,0.18422270395966683
2025-06-10,110261.57485948496,2685.0001850413178,161.15980951265985,0.7051927875959849,0.19481978852801837
2025-06-11,110212.73252109604,2808.503208314919,164.9644225697288,0.7161084051691045,0.19785971093017923
2025-06-12,108679.9760916168,2776.1371915822333,161.01986639557893,0.6978609557770317,0.1930335430982705
2025-06-13,105979.22902375912,2653.158968452672,152.6604566097001,0.6645616396607636,0.18169744621506415
2025-06-14,106045.56440819203,2577.04861752583,148.53042859104298,0.6415287116259395,0.18013678747049802
2025-06-15,105482.90611628917,2534.0702195359518,144.75154594223267,0.6249531411165467,0.1784162711217158
2025-06-16,105554.49383061715,2547.8456040920437,152.684889859998,0.6338091675682362,0.17577906724677725
2025-06-17,106951.2720181497,2561.329843569428,151.43554856186984,0.6348092267777333,0.17378599934566444
2025-06-18,104683.42479835715,2514.986700576147,147.99188434299543,0.6114224843190872,0.16993733949907552
2025-06-19,104722.695052907,2521.3334233964915,146.27697674399295,0.6031520541269734,0.17037971945944577
2025-06-20,104690.65002458123,2522.1791903642184,147.09924520457085,0.6022517506298001,0.17092098070802442
2025-06-21,103290.105144757,2405.695434213183,140.04009054961782,0.5768480561772417,0.16233193333616464
2025-06-22,101532.5683847329,2270.581996055585,133.71000196412658,0.5507083653541873,0.15308002215118727
2025-06-23,100852.58264648831,2227.4287266371684,131.8134744866569,0.5411301510006504,0.15114781788974174
2025-06-24,105511.62437933135,2423.899644268608,144.7815680115998,0.5832401178415064,0.16447256694307244
2025-06-25,105976.06929808448,2446.539301545049,145.8019507474219,0.5872194649270592,0.16561516104968574
2025-06-26,107238.53045016268,2417.2267855277296,143.37011953879949,0.5667721482568538,0.16448390661542975
2025-06-27,106984.01253775663,2415.031864876594,138.97799072607012,0.5541621947716998,0.1600423291811019
2025-06-28,107078.91560644074,2423.0302896731746,142.12675809713753,0.5586998411211989,0.1610085986478116
2025-06-29,107331.58548463577,2437.133001780241,150.7812372563586,0.5655976009022613,0.1637313288044104
2025-06-30,108396.61631317894,2502.6672721177083,153.31879559308874,0.5775074724180472,0.16954760970067637
2025-07-01,107132.79910701896,2488.190781689803,154.9374500694811,0.5720180140652412,0.16513647959219713
2025-07-02,105613.39974163055,2405.1045592800183,146.84115991278014,0.5421512626893101,0.1575952425941886
2025-07-03,108824.44423167943,2574.067718495133,152.1680329188485,0.5846952591552708,0.16892581001355808
2025-07-04,109602.20483914016,2590.132231590221,152.28063806980848,0.5987839336899987,0.17197045822677628
2025-07-05,108040.8919400104,2509.236345783362,147.76302956048175,0.5728146380802783,0.1628779247346829
2025-07-06,108217.46849992426,2517.37917835065,147.60067170952217,0.5760131698614164,0.16431433970640547
2025-07-07,109215.19771840284,2571.358192115984,151.92103968743746,0.5857056935866781,0.1718463077672067
2025-07-08,108300.71675785031,2543.6317028067488,148.79005045485957,0.5798100944867142,0.16786356600618882
2025-07-09,108953.19187727802,2615.7759888945047,151.83083400485827,0.5882961516358525,0.17098496244236958
2025-07-10,111327.53054245669,2772.5795626609174,157.20772193763892,0.6236218758822067,0.18082547920631353
2025-07-11,115879.65030112496,2948.4462027029053,163.85821380442644,0.6771328310749256,0.19393383510790288
2025-07-12,117571.02510036016,2958.8514450990992,162.75319398002793,0.7108207334882014,0.20104732473533218
2025-07-13,117418.95745007684,2942.9616055388096,160.46917812212587,0.7087303921384289,0.1969316863516775
2025-07-14,119117.55666327637,2974.2654952333387,161.2426294578984,0.7378983923650405,0.1981830429850487
2025-07-15,119833.67446712355,3012.1797069059276,162.28222240485653,0.733985780563862,0.19720159565229248
2025-07-16,117678.19493404306,3133.069857747011,163.96583057213138,0.747277634667093,0.1988073865760867
2025-07-17,118748.1627367753,3368.126521526108,173.8289647474319,0.7641507655300265,0.21317019869379383
2025-07-18,119445.36520434043,3481.8828152374017,176.0976453468298,0.8253351061679741,0.21904854482534883
2025-07-19,117988.94664455787,3547.317079001209,177.36979874415755,0.8161741510181671,0.23623310474250733
2025-07-20,117901.62655900871,3594.3185010809702,176.91082733883786,0.8304330576753646,0.24136273371397565
2025-07-21,117256.9208222684,3758.605581813957,180.99223128612934,0.8583354631312871,0.27294634200835066
2025-07-22,117482.46977767294,3765.453624023574,196.42381167802614,0.8904182879941529,0.2712676656637909
2025-07-23,119955.79570607653,3746.9406687316323,205.2909062553001,0.9027605176449547,0.26965305868671147
2025-07-24,118629.05588130427,3630.053531480921,189.5923023530127,0.815884567414226,0.24065455241490835
2025-07-25,118354.43517438594,3708.4299352383423,182.56084286755046,0.80501618368269,0.23175612511358704
2025-07-26,117540.80837085741,3723.0529092785596,186.17182549934944,0.8148215317217962,0.23648246833968434
2025-07-27,117959.54234360624,3742.4314258659915,184.9395837508933,0.8190799958273328,0.23580457484737566
2025-07-28,119418.91405141471,3864.1248374654765,188.5758287219798,0.831249582355049,0.24051648808122306
2025-07-29,118003.30201607826,3786.303845995956,183.03025266261037,0.7906518877207298,0.2251397569003692
2025-07-30,117853.30892863822,3788.5983716058226,181.16776459533068,0.7823246045491294,0.22343167438710165
2025-07-31,117833.24087995925,3807.4166010824188,177.8780960276323,0.7642835190955796,0.2203174498049267
2025-08-01,115700.00243915782,3696.6628530851194,172.1630467364299,0.7396045672641582,0.2096463144206449
2025-08-02,113234.6051343189,3483.1789551579504,162.79127248081605,0.7145221914128183,0.2010203069750151
2025-08-03,112554.90232221723,3397.4855484143177,158.53125175932496,0.6980981330649948,0.1916269540469158
2025-08-04,114199.10966460757,3497.573127822404,161.90312387611363,0.7262374028449563,0.19886328779242604
2025-08-05,115138.68613070177,3715.7090148550706,169.41522028427192,0.7552702347266081,0.210479556777086
2025-08-06,114128.35408881678,3612.442432236669,164.08356857308905,0.7263781593451547,0.1996421893552106
2025-08-07,115022.09576830892,3684.0459195726726,168.1731958529984,0.7414880462752388,0.20524481678624307
2025-08-08,117463.47451085235,3911.2609462690816,175.3851480311338,0.7865689725619774,0.22242594906092986
2025-08-09,116688.36663186055,4012.97697001236,176.79535226118225,0.7919870397270753,0.23035201883070147
2025-08-10,116510.08393213755,4265.563258333516,180.38638312645054,0.8034979007903974,0.24079107603339342
2025-08-11,119266.92516880555,4253.591618951185,182.9089507475702,0.8012979525448268,0.2339151503650981
2025-08-12,118773.79960860992,4228.824213261163,175.04512640796176,0.7742441113077331,0.22279669505434282
2025-08-13,120202.53485503166,4606.809427709522,192.59412792428108,0.8421230587329199,0.23628639605846
2025-08-14,123560.99363577305,4763.652535322159,201.8186877395025,0.9083262306993797,0.24549919437970946
